,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg,ID,text
30,Dichterstolz,"Linke, Oscar",8,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180034,ja blicken stolz ihr enkel die helios   die seele heiß von groß gedanke glut   eine blühend thal zu euer fuß breite sich schmiegend die weit erde   die stern kranz   eine leuchtend diadem   umblühe glanzvoll eure stirn   ha   vergesset nie   von oben strömet nieder die licht in die dunkel feuchte   vergesset niemals   priester die ewige   von euer mund nur tönen unsterblichkeit die arm menschheit   viel noch leben nach agamemnon die tapf'ren held   die namenlos nun schlafen die ew'gen schlaf   weil sie nachziehen nimmer in+die kampfgefild die sänger   leicht zu fuß schwebend   singend die herrlich alle tod   von mord und raubgier   schnöde vergoss'nem blut   nichts von achilleus wissen die welt   wenn nicht homer geliehn er haben sein eigene   göttlich feuerseele   und wähnet heuen auch manche gekrönt stirn   des sänger beifall wiegen so leicht wie hauch in jen wagschal '   welche spät 're folgegeschlechter zu hand nehmen   o lassen sie hinleben und   sterben auch die dumpf traumwahn   stillet die edel zorn   die heimlich aufbrausen   euer rache bleibe die ruhig   groß schweigen   was ewig leben und lebend erfreuen sollen die arm menschheit   legen die dichter nur ihr an die herz   dass wie die mutter freudig sie staunen die vielgeliebte   
31,Notturno,"Linke, Oscar",3,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180035,o schicksal   schweigend schicksal   nehmen von ich die düst'ren gedanke   die nieder wie brütend nebel auf mein seele sinken   o warum können ich nie wieder traum in süß gedanke   gleich wie auf die feld die blume von+die wind|winde beseligen schwanken   schon fühlen ' ich unter die fuß die boden zittern und schwanken     gieb himmlisch flügel   o schicksal   die schwer todesgedanke   
32,Gebet,"Linke, Oscar",3,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180036,o gold'nes licht   dein blendend strahlenkleid umhüllen ich von neue die müde geist   vergessen suchen ' ich   adleraufschwung über die tiefe die düst'ren leben   nur du allein giebst frieden und wonnelust   o wenden nicht dein göttlich vateraug ' von dein kind   die sich hinaussehnen über die enge die düst'ren leben   o lassen in dein allhinleuchtenden nacht alswie eine kind an+die blumig alpenhang ich selig ruh'n   empor ich träumen über die schwere die düst'ren leben   
33,Die Todtenuhr,"Linke, Oscar",10,7,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180037,bei winternächt'ger stille in+die lampenhellen zimmer liegen ich in tief traum auf grün pfühl   wie immer   dazwischen pochen nur so geisterhaft die todtenuhr   und vor ich stehen bezaubernd aus alt zeit die schöne   die stumm auge sprechen wie sel'ge liebestöne     dann hören ' ich wieder nur so geisterhaft die todtenuhr   es kommen die freund schatten mit todesbleichem mund   er zeigen traurig lächelnd ich sein herz wunde     und wieder hören ' ich nur so geisterhaft die todtenuhr   viele and 're noch   als letzt blutlos schatten nahen mit duftlos welk kranz die sorge|sorgen   wunsch   thaten     eintönig pochen nur so geisterhaft die todtenuhr   und alle geben mein traum eine flüchtig schön leben   und alle sehen ich wieder in grabesnacht verschweben     denn immer pochen nur so geisterhaft die todtenuhr   indessen um ich langsam hinstarb die lampe schimmer   da winken ich in+die traum die stern glanzgeflimmer     doch stark pochen nur so geisterhaft die todtenuhr   nacht sein es   ich sehen die erde in weiter blau ferne als goldnes sternchen schweben in+die reigentanz die stern     und leise pochen nur so geisterhaft die todtenuhr   wie eine rose dünken die erde ich zu blühen   wie eine klein leuchte sah ich sie stumm verglühen     da schweigen   täuschen ' ich ich nur     so geisterhaft die todtenuhr   wie ich die geisterstille die winternacht erwecken   wie ich die todesruhe in+die dunkel rings erschrecken       o warum schwiegst du nur so geisterhaft   o todtenuhr   ach würmchen   nun belohnet   sagen ' ich ich unter thränen   wohl eine weibchen liebe dein liebewerbend ' sehne|sehnen     ich sein so einsam nur   o pochen wieder   todtenuhr   o pochen   pochen   todtenuhr   
34,Von Liebe etwas,"Linke, Oscar",4,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180038,viele tausend mal sein du ich segnen   rosenblüthenmund   die noch nicht die letzt tropfen sein begegnet auf die becher grund   du auch wollen ich segnen   du auch selig preis   ohrenmuschelpaar   die noch kindlich staunend hören auf die leise sang die sternenschaar   rosenblüthenlippen   ohrenmuschelpärchen werden arg befehden dein veilchenaugen   werden nach eine jährchen schon von liebe reden   ach von jen liebe   die nur in gedicht noch so reizvoll glühen   die wie leis verscholl'ne mährchentraumgeschichten längst schon sein verblühen   verblühen   
35,Hohe Minne,"Linke, Oscar",3,6,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180039,wie süß mondlicht an die blau höh'n   so leuchten ich dein antlitz mild und schön aus unnahbar ferne stumm entgegen   eine himmel blühen   wo dein auge winken   o können sie doch einmal niedersinken zu ich   die dumpfheit folgen auf alle weg   du gäb'st die herz kühn adlerschwinge   wie sollen ' es jauchzend von die höchste singen   was menschensehnsucht je nur können erreichen   ha   wie verklären dann die zeit zu+die neid eine ew'ger glanzschein wir 're stirn beide   nie sollen wir die jugend locke|locken bleichen   doch solche geben ich die gott nimmer     und du auch werden die anmuth zauberschimmer allmählich grausam stück für stück zerfallen   an+die strand die hades werden dein schatten schweben   vergessen   ach   und lang blühend leben verdienst du   o herrlichste vor allen   
36,Capriccio,"Linke, Oscar",2,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180040,ich sein so krank und müde   mein herz sehnen sich nach ruhen '   ich schließen gern die auge für alle nacht zu   nur möcht ' ich hin und wieder sanft streifen mit die hand eine weich blumenantlitz   die ich noch unbekannt   
37,Hadrian,"Linke, Oscar",6,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180041,du freund von hellas   weise   o hadrian   als dein freund wegraffte die flut die nil   als du   in+die schmerz   die wunderblume jegliche streben in+die staub die erde   so manche prachtbau weih'test und rings befahlst die schal welt   antinoos göttergleich zu ehren   ruchlos thöricht schalten   sinnende träumer   du viele blinde   noch heute   stumm voll glänzend hoheit   leben dein hold liebling   göttlich odem sprühen sogar die marmor noch   die kalt   selig beglücken   die sah'n die urbild   und manchesmal wohl sehen ich die menschengott in es still antlitz   schauer und lust zugleich empfinden ich   ehrfurcht   heil'ge liebe tief in die busen entgegenflammen   gedanke   seltsam   nimmergewollt   und doch in süß bann ich haltend   befallen ich   besiegte ich   wie geisterflügel hören ' ich die stimme die herz rauschen     ha   ich verstehen ' du   himmlisch tiefsinn voll   sprechen dein that   was and 're verschweigen     ach   es fliehen die thor selbst dann die wahre   leuchten es still in+die gewand die schönheit   
38,Ein goldner Kaisertraum,"Linke, Oscar",5,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180042,"kennen du die zaubereiland   die fern in+die süden liegen   die leis ' in ew'gen schlummer die meereswelle wiegen   hier blühen noch die orange und myrten hain so schön   hier schimmern noch so blendend wissen die schnee auf bergeshöh'n   o sehen du   wie die welle als wie eine klein kind umkos't   umspielen die eiland so weich   so schmeichelnd lind   wohl liegen die schnee so blendend hoch um die ätna firn '   und doch wie trauer   still und groß   umwebt es die insel stirn   wo bleiben   die einst hier ragen an+die meer   die palast   die jede gott begrüßen als hochwillkomm'nen gast   wo bleiben   die er durchrauschte   die purpurne gewand   darauf so stolz in goldnem grund eine rother löwe stehen   verschollen sein die lied des deutsch minnesangs   verbleichen auf die eiland des orient die mährchenglanz   die minnehof die schönheit   die weisheit hochgelehrt   sie weichen   seit verrosten die hohenstaufenschwert   und hören du   was die welle noch heute traurig singen   was traurig wiederhallend zu+die hoch norden klingen                     ""                   hier schlummern in zwei sarg eine goldner kaisertraum   die einst umspannen wollen die ganz erdenraum                     ""                   "
39,Gralworte,"Linke, Oscar",3,10,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180043,über die dichte|dichten und denken und traum   singen und bilden und bauen und mal|malen lassen wir nimmer säumen   wir   von+die heilig geist berufen   näher zu jen heiligthums stufe die volk zu führen   aus welche strahlen als letzt und schön erdenlohn erlösung und frieden hienieden schon   die lockend traum   die wir umtanzen   von welche immer die mensch reden   als eldorado   atlantis   eden   er werd wir in die seele pflanzen   dass wir d'ran hangen und d'ran glauben   nicht noth   nicht tod soll dies himmlischste kleinod rauben   in er zu weben   mit er zu streben   er weiter zu geben   die hehr gedanke   wie kerzenlicht   wann todreif unser leib zerbrechen   dies sein unser leben   unser ideal   heuen und morgen   zu jede frist   bis die erde werden sein eine heilig riesentempel die gral   
40,Atlantis,"Linke, Oscar",7,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180044,"heilig zukunftsschaaren   die sänger gruß ihr   eine wurfspeer schleudern er   voll ahnung   durch die nachtgraun   licht schimmer sehend   sein gesang hin   lassen die weisheit düster rabenstimme von die niemals endend elend krächzen   was so hoffnungsfröhlich die herz durchzittert   muss sich entfalten   still und langsam winden sich hin die raupe   aber heimlich spüret sie schon die flügel   die sie einst als schillernd falter tragen über die aue   ja   nur eine ziel leuchten die erdensöhnen   ha   nur eine ziel singen   ihr heil'gen dichter                     ""                   edel freiheit flüchtig gewährt   goldne fülle hienieden                     ""                   nimmermehr auf andere lichtgefilden   welche noch keine sterblich blick durchmessen   sollen du aufblühn   süß traum die menschheit   sonnig atlantis   unter wir von+die perlend thau die äther wonnesanft umschmeicheln   erblüh ' die enkel   welche fromm wie wandelnd blume leben   bilden und schaffen   aber ihr   o glücklich land   die wir die fernher leuchtend port weisen   weihen dann wir manche schäumend glas   dankthränen himmlisch freude   "
41,Pallas lunatica,"Linke, Oscar",13,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180045,"es sein in eine blau sommernacht   von+die himmel scheinen   wie blüh'nd in lilienpracht   die mond hernieder in mein kämmerlein   in die ich sitzen an+die fenster und allein   ich sitzen allein   die herz von trauer schwer   indeß aus eine fern garten her brummbaß und geige durch die stille klingen zu wild tanz und lustig toll sang   die herz von trauer schwer   sitzen ich allein   sah wie gebannt in dies weiß schein des mondenlichts   und geisterhaft und mild scheinen auf ich nieder   ach eine leuchtend ' bild   ich kennen du   o antlitz   edelbleich   wer reißen du aufwärts aus die schattenreich   wo du seit jahr schliefest wonnestill   die blass stirn umkränzen von asphodill   was sehen du ich so glänzend schweigsam an   ha   immer wirken noch dein zauberbann   die ich emportragen mit die adler schwung   o sehnsucht   sehnsucht   o beseligung   vergessen wie eine traum die erde leid   o himmelslust   o wleteneinsamkeit   ach   weiß antlitz   lotosblumenschön   was blicken du sinnend auf zu neu höh'n                     ""                   schau'st du dort oben jen hoch licht                   ""                     o fromm kind   ich seh es nicht   noch nicht   ich seh ' nur   wie versinken die blau die nacht in immer düst'rer glänzend schwarz pracht                     ""                   geduld   wir sein von er nicht mehr so weit                   ""                     o du mein stern   umhüllen von seligkeit   wagen ' ich zu ahnen kaum die hoch licht   von die dein blass mund verheißend sprechen                     ""                   o weiter   weiter nur zu+die flug hinan                   ""                     meinen heilig kind   ich sein eine krank mann   bin müde   grenzenlos   schonen sinken ' ich   weh     von unten winken eine nachtschwarz stumm see   o du mein stern   o weiß blume du   mein himmel   ach   ich sehnen ich nach ruhen                     ""                   geliebte   sehen du nicht die ros'gen schein                     ""                       mein muth zerbrechen   weh ' ich   fliegen du allein   umathmet schon von+die hauch die ew'gen licht   sinken ich hinab in+die bodenlos nichts   und während aus die tiefe ich so nah des ries'gen dämon höhnisch ' grinsen sehen   da schallen es wild wie eine verzweiflungsschrei von oben her in grauser melodei                     ""                   getrennt auf immerdar   du glauben nicht an die verheißung ewig leuchtend licht                     ""                   schweiß stehen auf mein stirn   ich sein erwachen aus mein traum   und in die blau nacht sah ich hinaus   verstummt sein sang und tanz   und nur zu fühlen noch die mond glanz   "
42,Omphale,"Linke, Oscar",36,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180046,"zwei auge wie kohle so glühend und groß durch die zimmer   die dunkeln   irren   man hören nur eine seltsam eintönig geräusch   eine schnurren und rolle und schwirren   bisweilen eine stöhnen so tief und schwer   dann wieder die ew'ge geschnurre   bisweilen auch sein es   als kläng ' in+die gemach eine riesig hund geknurre     da nahet die sclavin in+die bunt gewand   zu erleuchten die üppig dunkel   und es strömet die ampel von+die deckengebälk hernieder eine duftend gefunkel   nicht achten die alte die hüne   die dort versenken sein in grübelndes sinn|sinnen   dess ' ehern fuß nur beweget die rad   um schmählich erniedert zu spinnen   wohl hängen er eine weibisch frauengewand nachlässig und schleppend hernieder   doch jegliche regen die leib enthüllen die form die ehern glied   doch ha   nun schwebet sie selber herein   die lydische amazone   goldspangen auf nackt und rosig arm   auf bräunlich locke|locken die krone   eine höhnisch lächeln umspielet die mund   schi lechzend die auge erstrahlen   als können sie nimmer gesättigt beschau'n des held unendlich qual   sie lagern sich nieder aus schwellendem pfühl und blicken herab zu die reck|recke|recken                     ""                   nun kommen   mein hündchen   nun dürfen du die hand die herrin gehorsam belecken                     ""                   und die hündchen erheben sich und schmieget sich hin zu die fuß die üppig weib   und küssen ihr die hand und eine beben durchziehen die glied die üppig leib   und sie werfen sich eine fell um die blendend hals   um die brust   um die schulter   die nackt   die fell die nemeïschen löwe   die einst zwei hand zerdrücken und packen   dann greifen nach die keule die zierlich hand   und omphale fragen er mit höhnen                     ""                   ei   herakles   sagen '   die gewaltig sein und die sieger doch immer die schöne                     ""                                     ""                   ach   omphale   ja   die gewaltig sein und die sieger wohl immer die schöne   doch stark bedünkt ich die göttin zu sein   die wir lehret die träge gewöhnen                     ""                                     ""                   o schweigen   mein traut   und küssen ich die mund   du wollen ja sein mein sclave   ruhen ' aus bei ich von die weibisch dienst und freuen du wieder die strafe                     ""                   es duften die lydischen myrthen so heiß   so heiß auch die lydischen rose   und es läß't sich   von neue gefangen in die joch   von+die weib die wackers kosen     und herzlos sein doch die schöne zumal und spielet doch nur mit die liebe|lieben   kalt lächelnd   als herakles einst ihr gestehen                     ""                   ich haben nur die liebe treiben                     ""                                     ""                   aus liebe nur haben ich an du ich verkaufen   aus liebe zu+die sclaven verdingen                   ""                     zu straff nicht   herrin   zeihen|ziehen die band   gar leicht sein die kette springen     schlaftrunken und nimmer erfrischen von+die schlaf erwachen die held in die frühe   wach stehen schon vor er die reizend weib und sprechen   doch sie lächeln mit mühe                     ""                   ergreifen die keule   die löwengewand   ich schenken du eine die tag   und befreien die land von die räuber in+die wald   schon werd er die land zu+die plage                     ""                   und blitzschnell springen von+die lager die held   er fühlen in die glied|gliedern eine schwelle   es sein er   als säh ' er zu sonnigstem glanz die dunkeln nacht sich erhellen   umhängen sie er selber die glänzend fell   es däucht er wie kosendes streicheln   sie giebt er die keule   so fest er sie drücken   als wollen ' er sie kosend umschmeicheln   wie leicht doch die schmählich kette zerbrechen   er sehen nur in+die geist die geselle   er gedenken er an+die saume die schattig wald die gleichwie eine tanne zu fällen   kaum achten er weiter die weib geschwätz   kaum fühlen er die wonne die letzt die kuss   die kuss   die einst er die blut in siedend woge|wogen versetzen   er wandeln dahin und es sein er   was sein   wie nacht und wie nebel versinken   er wandeln in+die sonnig licht dahin   von+die licht   die sonnig   trunken   da tönen es von fernher an sein ohr mit rauh und heiserem schallen                     ""                   kommen   zappelnd mäuschen   du haben ' ich geseh'n   und nimmer entrinnst du die falle                     ""                                     ""                   ei   sehen nur die keule   die löwengewand   welche ' prahlendes   nichtig gleißen   sagen ' an   mein zitternd mäuschen   wie mögen die held   die du zeugen   heißen                     ""                                     ""                   es wohnen mein vater in+die himmlisch saal   die irdische   die ich gebären   sie nennen ich herakles     wer sich nennen mein feind   stets sein er verlieren                     ""                                     ""                   o   sein du die kühn   von welche in+die land umgeh'n seltsamliche mären   und du eine sprosse|sproß die gott   die lassen von+die weib die spinne|spinnen sich lehren   wer weib gedienet   die fürchten ' ich nie   kommen her denn gewaltig memme   damit ich die nacken   damit ich die haupt du zwischen die bein zerklemme                     ""                   da recken sich die held und es flattern die fell   und in ehern faust schier blitzet die keule   sie sausen auf die feindlich haupt   und die hirn an die baum verspritzet     es kehren die held zu die weib zurück mit die blutig haupt in die hand und werfen es die königin jäh in die schooß   keine wörtchen die lippe verschwenden   voll schauder|schaudern und ahnung blicken er die weib in die antlitz   die ernst   die hoch   es däucht sie   als ob es sein lockig haupt umspiele wie flammend lohe   sie senken erzitternd zu+die erde die blick   verwirren   wie eine täubchen verschüchtern                       ""                   o weib   dein becher die lust sein leeren   blut   blut haben die held ernüchtern   mein dienst sein beenden   verfliegen die rausch   leben ' wohl                     ""                     und die sohn die alkmene   er wenden die rücken   verlassen die gemach und nicht mehr sehen er die thräne   die thräne die liebe   die stolz   die wuth in+die auge die furchtbar schöne                       ""                   verlassen von er                     ""                     an die wand die saal es die klage|klagen die weib vertönen                     ""                   verlassen von er                     ""                                       ""                   und ich wußt ' es voraus   doch sagen er nicht selber   die schöne sein stark und gewaltig   doch stark noch sein und gewalt'ger die träge gewöhnen                     ""                     fern wandeln die held und es sein er   was sein   wie nacht und wie nebel versinken   er wandeln dahin   wie eine lichtgott hin   von+die licht   die göttlich trunken   "
